j_nominativ,rod,j_genitiv,j_dativ,j_akuzativ,j_vokativ,j_lokativ,j_instrumental,m_nominativ,m_genitiv,m_dativ,m_akuzativ,m_vokativ,m_lokativ,m_instrumental
prijedlog,muški,prijedloga,prijedlogu,prijedlog,prijedlože,prijedlogu,prijedlogom,prijedlozi,prijedloga,prijedlozima,prijedlozi,prijedlozi,prijedlozima,prijedlozima
prijevoz,muški,prijevoza,prijevozu,prijevoz,prijevozu,prijevozu,prijevozom,prijevozi,prijevoza,prijevozima,prijevoze,prijevozi,prijevozima,prijevozima
primjer,muški,primjera,primjeru,primjer,primjeru,primjeru,primjerom,primjeri,primjera,primjerima,primjere,primjeri,primjerima,primjerima
priroda,muški,prirode,prirodi,prirodu,prirodo,prirodi,prirodom,prirode,priroda,prirodama,prirode,prirode,prirodama,prirodama
pridjev,muški,pridjeva,pridjevu,pridjev,pridjeve,pridjevu,pridjevom,pridjevi,pridjeva,pridjevima,pridjevi,pridjevi,pridjevima,pridjevima
prijatelj,muški,prijatelja,prijatelju,prijatelja,prijatelju,prijatelju,prijateljem,prijatelji,prijatelja,prijateljima,prijatelje,prijatelji,prijateljima,prijateljima
predmet,muški,predmeta,predmetu,predmet,predmete,predmetu,predmetom,predmeti,predmeta,predmetima,predmete,predmeti,predmetima,predmetima
predstavnik,muški,predstavnika,predstavniku,predstavnika,predstavniče,predstavniku,predstavnikom,predstavnici,predstavnika,predstavnicima,predstavnike,predstavnici,predstavnicima,predstavnicima
pregled,muški,pregleda,pregledu,pregled,preglede,pregledu,pregledom,pregledi,pregleda,pregledima,preglede,pregledi,pregledima,pregledima
prilog,muški,priloga,prilogu,prilog,prilože,prilogu,prilogom,prilozi,priloga,prilozima,priloge,prilozi,prilozima,prilozima
prijevara,ženski,prijevare,prijevari,prijevaru,prijevaro,prijevari,prijevarom,prijevare,prijevara,prijevarama,prijevare,prijevare,prijevarama,prijevarama
primitak,muški,primitka,primitku,primitak,primiče,primitku,primitkom,primici,primitaka,primicima,primitke,primici,primicima,primicima
primjerak,muški,primjerka,primjerku,primjerak,primjerče,primjerku,primjerkom,primjerci,primjeraka,primjercima,primjerke,primjerci,primjercima,primjercima
princip,muški,principa,principu,princip,principe,principu,principom,principi,principa,principima,principe,principi,principima,principima
predispozicija,ženski,predispozicije,predispoziciji,predispoziciju,predispozicijo,predispoziciji,predispozicijom,predispozicije,predispozicija,predispozicijama,predispozicije,predispozicije,predispozicijama,predispozicijama
prehrana,ženski,prehrane,prehrani,prehranu,prehrano,prehrani,prehranom,prehrane,prehrana,prehranama,prehrane,prehrane,prehranama,prehranama
prepelica,ženski,prepelice,prepelici,prepelica,prepelice,prepelici,prepelicom,prepelice,prepelica,prepelicama,prepelice,prepelice,prepelicama,prepelicama
presuda,ženski,presude,presudi,presudu,presudo,presudi,presudom,presude,presuda,presudama,presude,presude,presudama,presudama
primjena,ženski,primjene,primjeni,primjenu,primjeno,primjeni,primjenom,primjene,primjena,primjenama,primjene,primjene,primjenama,primjenama
pripovijetka,ženski,pripovijetke,pripovijetki,pripovijetku,pripovijetko,pripovijetki,pripovijetkom,pripovijetke,pripovijedaka,pripovijetkama,pripovijetke,pripovijetke,pripovijetkama,pripovijetkama
prometalo,srednji,prometala,prometalu,prometalo,prometalo,prometalu,prometalom,prometala,prometala,prometalima,prometala,prometala,prometalima,prometalima
procjena,ženski,procjene,procjeni,procjenu,procjeno,procjeni,procjenom,procjene,procjena,procjenama,procjene,procjene,procjenama,procjenama
profesor,muški,profesora,profesoru,profesora,profesore,profesoru,profesorom,profesori,profesora,profesorima,profesore,profesori,profesorima,profesorima
profesorica,ženski,profesorice,profesorici,profesoricu,profesorice,profesorici,profesoricom,profesorice,profesorica,profesoricama,profesorice,profesorice,profesoricama,profesoricama
proglas,muški,proglasa,proglasu,proglas,proglase,proglasu,proglasom,proglasi,proglasa,proglasima,proglase,proglasi,proglasima,proglasima
prodor,muški,prodora,prodoru,prodor,prodoru,prodoru,prodorom,prodori,prodora,prodorima,prodore,prodori,prodorima,prodorima
promjena,ženski,promjene,promjeni,promjenu,promjeno,promjeni,promjenom,promjene,promjena,promjenama,promjene,promjene,promjenama,promjenama
prodavaonica,ženski,prodavaonice,prodavaonici,prodavaonicu,prodavaonico,prodavaonici,prodavaonicom,prodavaonice,prodavaonica,prodavaonicama,prodavaonice,prodavaonice,prodavaonicama,prodavaonicama
prorok,muški,proroka,proroku,proroka,proroče,proroku,prorokom,proroci,proroka,prorocima,proroke,proroci,prorocima,prorocima
prozor,muški,prozora,prozoru,prozor,prozoru,prozoru,prozorom,prozori,prozora,prozorima,prozore,prozori,prozorima,prozorima
psovka,ženski,psovke,psovki,psovku,psovko,psovci,psovkom,psovke,psovaka,psovkama,psovke,psovke,psovkama,psovkama
prova,ženski,prove,provi,provu,provo,provi,provom,prove,prova,provama,prove,prove,provama,provama
pubertet,muški,puberteta,pubertetu,pubertet,pubertete,pubertetu,pubertetom,puberteti,puberteta,pubertetima,pubertete,puberteti,pubertetima,pubertetima
publika,ženski,publike,publici,publiku,publiko,publici,publikom,publike,publika,publikama,publike,publike,publikama,publikama
pukotina,ženski,pukotine,pukotini,pukotinu,pukotino,pukotini,pukotinom,pukotine,pukotina,pukotinama,pukotine,pukotine,pukotinama,pukotinama
propast,ženski,propasti,propasti,propast,propasti,propasti,propašću,propasti,propasti,propastima,propasti,propasti,propastima,propastima
propis,muški,propisa,propisu,propis,propise,propisu,propisom,propisi,propisa,propisima,propise,propisi,propisima,propisima
prostor,muški,prostora,prostoru,prostor,prostore,prostoru,prostorom,prostori,prostora,prostorima,prostore,prostori,prostorima,prostorima
pupak,muški,pupka,pupku,pupak,pupče,pupku,pupkom,pupci,pupaka,pupcima,pupke,pupci,pupcima,pupcima
protolit,muški,protolita,protolitu,protolit,protolitu,protolitu,protolitom,protoliti,protolita,protolitima,protolite,protoliti,protolitima,protolitima
problem,muški,problema,problemu,problem,probleme,problemu,problemom,problemi,problema,problemima,probleme,problemi,problemima,problemima
proizvod,muški,proizvoda,proizvodu,proizvod,proizvode,proizvodu,proizvodom,proizvodi,proizvoda,proizvodima,proizvode,proizvodi,proizvodima,proizvodima
promet,muški,prometa,prometu,promet,promete,prometu,prometom,prometi,prometa,prometima,promete,prometi,prometima,prometima
psihologija,ženski,psihologije,psihologiji,psihologiju,psihologija,psihologiji,psihologijom,psihologije,psihologija,psihologijama,psihologije,psihologije,psihologijama,psihologijama
procesija,ženski,procesije,procesiji,procesiju,procesijo,procesiji,procesijom,procesije,procesija,procesijama,procesije,procesije,procesijama,procesijama
priča,ženski,priče,priči,priču,pričo,priči,pričom,priče,priča,pričama,priče,priče,pričama,pričama
proces,muški,procesa,procesu,proces,procese,procesu,procesom,procesi,procesa,procesima,procese,procesi,procesima,procesima
promatranje,srednji,promatranja,promatranju,promatranje,promatranje,promatranju,promatranjem,promatranja,promatranja,promatranjima,promatranja,promatranja,promatranjima,promatranjima
prosuda,ženski,prosude,prosudi,prosudu,prosudo,prosudi,prosudom,prosude,prosuda,prosudama,prosude,prosude,prosudama,prosudama
putanja,ženski,putanje,putanji,putanju,putanjo,putanji,putanjom,putanje,putanja,putanjama,putanje,putanje,putanjama,putanjama
regija,ženski,regije,regiji,regiju,regijo,regiji,regijom,regije,regija,regijama,regije,regije,regijama,regijama
rajčica,ženski,rajčice,rajčici,rajčicu,rajčico,rajčici,rajčicom,rajčice,rajčica,rajčicama,rajčice,rajčice,rajčicama,rajčicama
rasprava,ženski,rasprave,raspravi,raspravu,raspravo,raspravi,raspravom,rasprave,rasprava,raspravama,rasprave,rasprave,raspravama,raspravama
razlog,muški,razloga,razlogu,razlog,razlože,razlogu,razlogom,razlozi,razloga,razlozima,razloge,razlozi,razlozima,razlozima
računovodstvo,srednji,računovodstva,računovodstvu,računovodstvo,računovodstvo,računovodstvu,računovodstvom,računovodstva,računovodstava,računovodstvima,računovodstva,računovodstva,računovodstvima,računovodstvima
redoslijed,muški,redoslijeda,redoslijedu,redoslijed,redoslijede,redoslijedu,redoslijedom,redoslijedi,redoslijeda,redoslijedima,redoslijede,redoslijedi,redoslijedima,redoslijedima
rečenica,ženski,rečenice,rečenici,rečenicu,rečenico,rečenici,rečenicom,rečenice,rečenica,rečenicama,rečenice,rečenice,rečenicama,rečenicama
rezidencija,ženski,rezidencije,rezidenciji,rezidenciju,rezidencijo,rezidenciji,rezidencijom,rezidencije,rezidencija,rezidencijama,rezidencije/a,rezidencije,rezidencijama,rezidencijama
radijus,muški,radijusa,radijusu,radijus,radijuse,radijusu,radijusom,radijusi,radijusa,radijusima,radijuse,radijusi,radijusima,radijusima
puška,ženski,puške,puški,pušku,puško,puški,puškom,puške,pušaka,puškama,puške,puške,puškama,puškama
račun,muški,računa,računu,račun,račune,računu,računom,računi,računa,računima,račune,računi,računima,računima
razred,muški,razreda,razredu,razred,razrede,razredu,razredom,razredi,razreda,razredima,razrede,razredi,razredima,razredima
razum,muški,razuma,razumu,razum,razume,razumu,razumom,razumi,razuma,razumima,razume,razumi,razumima,razumima
razvoj,muški,razvoja,razvoju,razvoj,razvoju,razvoju,razvojem,razvoji,razvoja,razvojima,razvoje,razvoji,razvojima,razvojima
red,muški,reda,redu,red,rede,redu,redom,redovi,redova,redovima,redove,redovi,redovima,redovima
registar,muški,registra,registru,registar,registre,registru,registrom,registri,registara,registrima,registre,registri,registrima,registrima
rekorder,muški,rekordera,rekorderu,rekordera,rekorderu,rekorderu,rekorderom,rekorderi,rekordera,rekorderima,rekordere,rekorderi,rekorderima,rekorderima
rijeka,ženski,rijeke,rijeci,rijeku,rijeko,rijeci,rijekom,rijeke,rijeka,rijekama,rijeke,rijeke,rijekama,rijekama
radost,ženski,radosti,radosti,radost,radosti,radosti,radošću,radosti,radosti,radostima,radosti,radosti,radostima,radostima
puč,muški,puča,puču,puč,puču,puču,pučem,pučevi,pučeva,pučevima,pučeve,pučevi,pučevima,pučevima
realnost,ženski,realnosti,realnosti,realnost,realnosti,realnosti,realnošću,realnosti,realnosti,realnostima,realnosti,realnosti,realnostima,realnostima
pustara,ženski,pustare,pustari,pustaru,pustaro,pustari,pustarom,pustare,pustara,pustarama,pustare,pustare,pustarama,pustarama
ravnina,ženski,ravnine,ravnini,ravninu,ravnino,ravnini,ravninom,ravnine,ravnina,ravninama,ravnine,ravnine,ravninama,ravninama
razglednica,ženski,razglednice,razglednici,razglednicu,razglednico,razglednici,razglednicom,razglednice,razglednica,razglednicama,razglednice,razglednice,razglednicama,razglednicama
rad,muški,rada,radu,rad,radu,radu,radom,radovi,radova,radovima,radove,radovi,radovima,radovima
razgovor,muški,razgovora,razgovoru,razgovor,razgovoru,razgovoru,razgovorom,razgovori,razgovora,razgovorima,razgovore,razgovori,razgovorima,razgovorima
riječ,ženski,riječi,riječi,riječ,riječi,riječi,riječju,riječi,riječi,riječima,riječi,riječi,riječima,riječima
Rom,muški,Roma,Romu,Roma,Rome,Romu,Romom,Romi,Roma,Romima,Rome,Romi,Romima,Romima
romb,muški,romba,rombu,romb,rombe,rombu,rombom,rombovi,rombova,rombovima,rombove,rombovi,rombovima,rombovima
robot,muški,robota,robotu,robota,robot,robotu,robotom,roboti,robota,robotima,roboti/a,roboti,robotima,robotima
samopouzdanost,ženski,samopouzdanosti,samopouzdanosti,samopouzdanost,samopouzdanosti,samopouzdanosti,samopouzdanošću,samopouzdanosti,samopouzdanosti,samopouzdanostima,samopouzdanosti,samopouzdanosti,samopouzdanostima,samopouzdanostima
ruka,ženski,ruke,ruci,ruku,ruko,ruci,rukom,ruke,ruku,rukama,ruke,ruke,rukama,rukama
rukavica,ženski,rukavice,rukavici,rukavicu,rukavico,rukavici,rukavicom,rukavice,rukavica,rukavicama,rukavice,rukavice,rukavicama,rukavicama
rupa,ženski,rupe,rupi,rupu,rupo,rupi,rupom,rupe,rupa,rupama,rupe,rupe,rupama,rupama
ruža,ženski,ruže,ruži,ružu,ružo,ruži,ružom,ruže,ruža,ružama,ruže,ruže,ružama,ružama
sabornica,ženski,sabornice,sabornici,sabornicu,sabornico,sabornici,sabornicom,sabornice,sabornica,sabornicama,sabornica,sabornice,sabornicama,sabornicama
sadržaj,muški,sadržaja,sadržaju,sadržaja,sadržaj,sadržaju,sadržajem,sadržaji,sadržaja,sadržajima,sadržaja,sadržaji,sadržajima,sadržajima
salama,ženski,salame,salami,salamu,salamo,salami,salamom,salame,salama,salamama,salame,salame,salamama,salamama
salata,ženski,salate,salati,salatu,salato,salati,salatom,salate,salata,salatama,salata,salate,salatama,salatama
samoglasnik,muški,samoglasnika,samoglasniku,samoglasnik,samoglasniče,samoglasnikom,samoglasniku,samoglasnici,samoglasnika,samoglasnicima,samoglasnike,samoglasnici,samoglasnicima,samoglasnicima
riža,ženski,riže,riži,rižu,rižo,riži,rižom,riže,riža,rižama,riže,riže,rižama,rižama
rod,muški,roda,rodu,rod,rode,rodu,rodom,rodovi,rodova,rodovima,rodove,rodovi,rodovima,rodovima
roditelj,muški,roditelja,roditelju,roditelja,roditelju,roditelju,roditeljem,roditelji,roditelja,roditeljima,roditelje,roditelji,roditeljima,roditeljima
rub,muški,ruba,rubu,rub,rube,rubu,rubom,rubovi,rubova,rubovima,rubove,rubovi,rubovima,rubovima
ručnik,muški,ručnika,ručniku,ručnik,ručniče,ručniku,ručnikom,ručnici,ručnika,ručnicima,ručnike,ručnici,ručnicima,ručnicima
riolit,muški,riolita,riolitu,riolit,riolite,riolitu,riolitom,rioliti,riolita,riolitima,riolite,rioliti,riolitima,riolitima
rišpet,muški,rišpeta,rišpetu,rišpet,rišpetu,rišpetu,rišpetom,rišpeti,rišpeta,rišpetima,rišpete,rišpeti,rišpetima,rišpetima
samovoz,muški,samovoza,samovozu,samovoz,samovoze,samovozu,samovozom,samovozi,samovoza,samovozima,samovoze,samovozi,samovozima,samovozima
sabljarka,ženski,sabljarke,sabljarki,sabljarku,sabljarko,sabljarki,sabljarkom,sabljarke,sabljarka,sabljarkama,sabljarke,sabljarke,sabljarkama,sabljarkama
sabiralište,srednji,sabirališta,sabiralištu,sabiralište,sabiralište,sabiralištu,sabiralištem,sabirališta,sabirališta,sabiralištima,sabirališta,sabirališta,sabiralištima,sabiralištima
saboter,muški,sabotera,saboteru,sabotera,saboteru,saboteru,saboterom,saboteri,sabotera,saboterima,sabotere,saboteri,saboterima,saboterima
rođenje,srednji,rođenja,rođenju,rođenje,rođenje,rođenju,rođenjem,rođenja,rođenja,rođenjima,rođenja,rođenja,rođenjima,rođenjima
samoća,ženski,samoće,samoći,samoću,samoćo,samoći,samoćom,samoće,samoća,samoćama,samoće,samoće,samoćama,samoćama
sanjkanje,srednji,sanjkanja,sanjkanju,sanjkanje,sanjkanje,sanjkanju,sanjkanjem,sanjkanja,sanjkanja,sanjkanjima,sanjkanja,sanjkanja,sanjkanjima,sanjkanjima
sapunica,ženski,sapunice,sapunici,sapunicu,sapunico,sapunici,sapunicom,sapunice,sapunica,sapunicama,sapunice,sapunice,sapunicama,sapunicama
sarma,ženski,sarme,sarmi,sarmu,sarmo,sarmi,sarmom,sarme,sarma,sarmama,sarme,sarme,sarmama,sarmama
satnija,ženski,satnije,satniji,satniju,satnijo,satniji,satnijom,satnije,satnija,satnijama,satnije,satnije,satnijama,satnijama
sediment,muški,sedimenta,sedimentu,sediment,sedimente,sedimentu,sedimentom,sedimenti,sedimenata,sedimentima,sedimente,sedimenti,sedimentima,sedimentima
sigurnost,ženski,sigurnosti,sigurnosti,sigurnost,sigurnosti,sigurnosti,sigurnošću,sigurnosti,sigurnosti,sigurnostima,sigurnosti,sigurnosti,sigurnostima,sigurnostima
secesija,ženski,secesije,secesiji,secesiju,secesijo,secesiji,secesijom,secesije,secesija,secesijama,secesija,secesije,secesijama,secesijama
selo,srednji,sela,selu,selo,selo,selu,selom,sela,sela,selima,sela,sela,selima,selima
semantika,ženski,semantike,semantici,semantiku,semantiko,semantici,semantikom,semantike,semantika,semantikama,semantika,semantike,semantikama,semantikama
sekunda,ženski,sekunde,sekundi,sekundu,sekundo,sekundi,sekundom,sekunde,sekundi,sekundama,sekunde,sekunde,sekundama,sekundama
simbol,muški,simbola,simbolu,simbol,simbole,simbolu,simbolom,simboli,simbola,simbolima,simbole,simboli,simbolima,simbolima
simploka,ženski,simploke,simploki,simploku,simploko,simploki,simplokom,simploke,simploka,simplokama,simploke,simploke,simplokama,simplokama
sericit,muški,sericita,sericitu,sericit,sericite,sericitu,sericitom,sericiti,sericita,sericitima,sericite,sericiti,sericitima,sericitima
sastav,muški,sastava,sastavu,sastav,sastave,sastavu,sastavom,sastavi,sastava,sastavima,sastave,sastavi,sastavima,sastavima
sestra,ženski,sestre,sestri,sestru,sestro,sestri,sestrom,sestre,sestara,sestrama,sestre,sestre,sestrama,sestrama
sfera,ženski,sfere,sferi,sferu,sfero,sferi,sferom,sfere,sfera,sferama,sfere,sfere,sferama,sferama
sila,ženski,sile,sili,silu,silo,sili,silom,sile,sila,silama,sile,sile,silama,silama
siderofilit,muški,siderofilita,siderofilitu,siderofilit,siderofilite,siderofilitu,siderofilitom,siderofiliti,siderofilita,siderofilitima,siderofilite,siderofiliti,siderofilitima,siderofilitima
sin,muški,sina,sinu,sina,sine,sinu,sinom,sinovi,sinova,sinovima,sinove,sinovi,sinovima,sinovima
sijenit,muški,sijenita,sijenitu,sijenit,sijenite,sijenitu,sijenitom,sijeniti,sijenita,sijenitima,sijenite,sijeniti,sijenitima,sijenitima
sitnozor,muški,sitnozora,sitnozoru,sitnozor,sitnozore,sitnozoru,sitnozorom,sitnozori,sitnozora,sitnozorima,sitnozore,sitnozori,sitnozorima,sitnozorima
sintagma,ženski,sintagme,sintagmi,sintagmu,sintagmo,sintagmi,sintagmom,sintagme,sintagma,sintagmama,sintagme,sintagme,sintagmama,sintagmama
sinteza,ženski,sinteze,sintezi,sintezu,sintezo,sintezi,sintezom,sinteze,sinteza,sintezama,sinteze,sinteze,sintezama,sintezama
sipkost,ženski,sipkosti,sipkosti,sipkost,sipkosti,sipkosti,sipkošću,sipkosti,sipkosti,sipkostima,sipkosti,sipkosti,sipkostima,sipkostima
sklonost,ženski,sklonosti,sklonosti,sklonost,sklonosti,sklonosti,sklonošću,sklonosti,sklonosti,sklonostima,sklonosti,sklonosti,sklonostima,sklonostima
sitničar,muški,sitničara,sitničaru,sitničara,sitničaru,sitničaru,sitničarom,sitničari,sitničara,sitničarima,sitničare,sitničari,sitničarima,sitničarima
sjekira,ženski,sjekire,sjekiri,sjekiru,sjekiro,sjekiri,sjekirom,sjekire,sjekira,sjekirama,sjekire,sjekire,sjekirama,sjekirama
sjena,ženski,sjene,sjeni,sjenu,sjeno,sjeni,sjenom,sjene,sjena,sjenama,sjena,sjene,sjenama,sjenama
skela,ženski,skele,skeli,skelu,skelo,skeli,skelom,skele,skela,skelama,skele,skele,skelama,skelama
skladateljica,ženski,skladateljice,skladateljici,skladateljicu,skladateljice,skladateljici,skladateljicom,skladateljice,skladateljica,skladateljicama,skladateljice,skladateljice,skladateljicama,skladateljicama
slika,ženski,slike,slici,sliku,sliko,slici,slikom,slike,slika,slikama,slike,slike,slikama,slikama
sintaksa,ženski,sintakse,sintaksi,sintaksu,sintakso,sintaksi,sintaksom,sintakse,sintaksa,sintaksama,sintakse,sintakse,sintaksama,sintaksama
sipa,ženski,sipe,sipi,sipu,sipo,sipi,sipom,sipe,sipa,sipama,sipe,sipe,sipama,sipama
situacija,ženski,situacije,situaciji,situaciju,situacijo,situaciji,situacijom,situacije,situacija,situacijama,situacije,situacije,situacijama,situacijama
skala,ženski,skale,skali,skalu,skalo,skali,skalom,skale,skala,skalama,skale,skale,skalama,skalama
slava,ženski,slave,slavi,slavu,slavo,slavi,slavom,slave,slava,slavama,slave,slave,slavama,slavama
sjedalo,srednji,sjedala,sjedalu,sjedalo,sjedalo,sjedalu,sjedalom,sjedala,sjedala,sjedalima,sjedala,sjedala,sjedalima,sjedalima
sječivo,srednji,sječiva,sječivu,sječivo,sječivo,sječivu,sječivom,sječiva,sječiva,sječivima,sječiva,sječiva,sječivima,sječivima
skakač,muški,skakača,skakaču,skakača,skakaču,skakaču,skakačem,skakači,skakača,skakačima,skakače,skakači,skakačima,skakačima
skelet,muški,skeleta,skeletu,skelet,skelete,skeletu,skeletom,skeleti,skeleta,skeletima,skelete,skeleti,skeletima,skeletima
sisavac,muški,sisavca,sisavcu,sisavca,sisavče,sisavcu,sisavcem,sisavci,sisavaca,sisavcima,sisavce,sisavci,sisavcima,sisavcima
slaganje,srednji,slaganja,slaganju,slaganje,slaganje,slaganju,slaganjem,slaganja,slaganja,slaganjima,slaganja,slaganja,slaganjima,slaganjima
skupina,ženski,skupine,skupini,skupinu,skupino,skupini,skupinom,skupine,skupina,skupinama,skupine,skupine,skupinama,skupinama
